dataset,label,language_code,file_path,generator_id,speaker_id,gender,age_group,duration
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001469.flac,,S4257999200395787,Female,18-30,11.008
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001470.flac,,S4257999200395787,Female,18-30,10.432
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001471.flac,,S4257999200395787,Female,18-30,9.568
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001472.flac,,S4259906200338831,Female,30-45,3.245
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001473.flac,,S4259872900331478,Female,18-30,0.521
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001474.flac,,S4259872900331478,Female,18-30,0.529
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001475.flac,,S4259872900331478,Female,18-30,1.141
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001476.flac,,S4259872900331478,Female,18-30,0.5
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001477.flac,,S4259872900331478,Female,18-30,0.659
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001478.flac,,S4259872900331478,Female,18-30,0.9450000000000001
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001479.flac,,S4259872900331478,Female,18-30,0.8310000000000001
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001480.flac,,S4259872900331478,Female,18-30,0.6879375
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001481.flac,,S4259872900331478,Female,18-30,0.544
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001482.flac,,S4259872900331478,Female,18-30,0.542
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001483.flac,,S4259872900331478,Female,18-30,0.734
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001484.flac,,S4259872900331478,Female,18-30,1.443
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001485.flac,,S4259872900331478,Female,18-30,1.6
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001486.flac,,S4259872900331478,Female,18-30,1.57
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001487.flac,,S4259872900331478,Female,18-30,1.433
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001488.flac,,S4259872900331478,Female,18-30,0.639
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001489.flac,,S4259872900331478,Female,18-30,0.707
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001490.flac,,S4259872900331478,Female,18-30,0.927
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001491.flac,,S4259872900331478,Female,18-30,0.516
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001492.flac,,S4259872900331478,Female,18-30,0.857
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001493.flac,,S4259872900331478,Female,18-30,1.315
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001494.flac,,S4259872900331478,Female,18-30,0.315
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001495.flac,,S4259872900331478,Female,18-30,0.597
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001496.flac,,S4259872900331478,Female,18-30,0.543
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001497.flac,,S4259872900331478,Female,18-30,2.497
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001498.flac,,S4259872900331478,Female,18-30,0.928
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001499.flac,,S4259872900331478,Female,18-30,2.079
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001500.flac,,S4259872900331478,Female,18-30,0.904
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001501.flac,,S4259872900331478,Female,18-30,1.242
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001502.flac,,S4259872900331478,Female,18-30,0.981
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001503.flac,,S4259872900331478,Female,18-30,0.8150000000000001
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001504.flac,,S4259872900331478,Female,18-30,2.394
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001505.flac,,S4259872900331478,Female,18-30,0.627
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001506.flac,,S4259872900331478,Female,18-30,0.5750000000000001
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001507.flac,,S4259872900331478,Female,18-30,0.649
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001508.flac,,S4259872900331478,Female,18-30,0.861
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001509.flac,,S4259872900331478,Female,18-30,1.6179999999999999
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001510.flac,,S4259003400374149,Male,60+,6.494
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001511.flac,,S4259003400374149,Male,60+,1.85
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001512.flac,,S4259003400374149,Male,60+,2.469
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001513.flac,,S4259003400374149,Male,60+,6.054
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001514.flac,,S4259003400374149,Male,60+,5.775
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001515.flac,,S4259003400374149,Male,60+,2.646
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001516.flac,,S4259003400374149,Male,60+,1.601
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001517.flac,,S4259003400374149,Male,60+,1.1280000000000001
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001518.flac,,S4259003400374149,Male,60+,17.878
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001519.flac,,S4259003400374149,Male,60+,10.488
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001520.flac,,S4259003400374149,Male,60+,7.3870000000000005
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001521.flac,,S4256036600335426,Female,45-60,1.314
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001522.flac,,S4256033000330722,Male,45-60,11.514
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001523.flac,,S4257803600327114,Male,60+,8.416
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001524.flac,,S4257803600327114,Male,60+,6.016
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001525.flac,,S4257803600327114,Male,60+,6.496
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001526.flac,,S4257803600327114,Male,60+,7.085
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001527.flac,,S4257803600327114,Male,60+,11.778
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001528.flac,,S4257803600327114,Male,60+,6.496
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001529.flac,,S4257803600327114,Male,60+,8.704
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001530.flac,,S4257803600327114,Male,60+,17.284
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001531.flac,,S4257803600327114,Male,60+,5.536
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001532.flac,,S4257803600327114,Male,60+,7.551
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001533.flac,,S4257803600327114,Male,60+,9.282
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001534.flac,,S4257803600327114,Male,60+,8.703
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001535.flac,,S4257803600327114,Male,60+,14.56
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001536.flac,,S4257803600327114,Male,60+,10.433
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001537.flac,,S4257803600327114,Male,60+,5.055
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001538.flac,,S4257803600327114,Male,60+,6.881
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001539.flac,,S4257803600327114,Male,60+,8.222
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001540.flac,,S4257803600327114,Male,60+,7.072
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001541.flac,,S4257803600327114,Male,60+,8.871
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001542.flac,,S4257803600327114,Male,60+,10.433
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001543.flac,,S4257803600327114,Male,60+,6.686
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001544.flac,,S4257803600327114,Male,60+,13.792
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001545.flac,,S4257803600327114,Male,60+,17.918
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001546.flac,,S4257803600327114,Male,60+,9.952
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001547.flac,,S4257803600327114,Male,60+,9.761
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001548.flac,,S4259937100330794,Male,45-60,11.474
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001549.flac,,S4259694300331116,Male,18-30,10.391
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001550.flac,,S4258892300368637,Male,30-45,3.423
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001551.flac,,S4258892300368637,Male,30-45,4.8469999999999995
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001552.flac,,S4259077300375640,Female,30-45,12.428
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001553.flac,,S4258245400338534,Female,45-60,15.233
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001554.flac,,S4258245400338534,Female,45-60,9.281
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001555.flac,,S4258245400338534,Female,45-60,5.056
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001556.flac,,S4258245400338534,Female,45-60,5.823
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001557.flac,,S4258245400338534,Female,45-60,9.567
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001558.flac,,S4258245400338534,Female,45-60,7.36
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001559.flac,,S4258245400338534,Female,45-60,6.878
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001560.flac,,S4258245400338534,Female,45-60,5.824
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001561.flac,,S4258245400338534,Female,45-60,5.729
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001562.flac,,S4258245400338534,Female,45-60,6.88
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001563.flac,,S4258245400338534,Female,45-60,9.663
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001564.flac,,S4258245400338534,Female,45-60,11.011
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001565.flac,,S4257709400361750,Female,45-60,6.496
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001566.flac,,S4257709400361750,Female,45-60,5.633
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001567.flac,,S4257709400361750,Female,45-60,8.223
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001568.flac,,S4257709400361750,Female,45-60,7.169
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001569.flac,,S4257709400361750,Female,45-60,6.785
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001570.flac,,S4257709400361750,Female,45-60,15.232
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001571.flac,,S4257709400361750,Female,45-60,15.328
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001572.flac,,S4257709400361750,Female,45-60,6.306
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001573.flac,,S4257709400361750,Female,45-60,11.681000000000001
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001574.flac,,S4257709400361750,Female,45-60,7.168
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001575.flac,,S4257709400361750,Female,45-60,10.143
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001576.flac,,S4257709400361750,Female,45-60,5.824
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001577.flac,,S4257709400361750,Female,45-60,8.801
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001578.flac,,S4257709400361750,Female,45-60,11.293
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001579.flac,,S4257709400361750,Female,45-60,14.558
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001580.flac,,S4258137000389563,Female,18-30,9.583
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001581.flac,,S4258137000389563,Female,18-30,1.288
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001582.flac,,S4258138900389572,Male,45-60,2.322
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001583.flac,,S4259933700333275,Male,60+,1.889
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001584.flac,,S4256065700339019,Male,18-30,0.736
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001585.flac,,S4256065700339019,Male,18-30,5.057
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001586.flac,,S4256065700339019,Male,18-30,11.296
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001587.flac,,S4256065700339019,Male,18-30,15.134
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001588.flac,,S4256065700339019,Male,18-30,7.743
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001589.flac,,S4256065700339019,Male,18-30,5.825
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001590.flac,,S4256065700339019,Male,18-30,4.8629999999999995
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001591.flac,,S4256065700339019,Male,18-30,6.208
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001592.flac,,S4256065700339019,Male,18-30,7.168
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001593.flac,,S4256065700339019,Male,18-30,0.928
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001594.flac,,S4256065700339019,Male,18-30,8.03
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001595.flac,,S4256065700339019,Male,18-30,13.983
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001596.flac,,S4256065700339019,Male,18-30,6.499
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001597.flac,,S4256065700339019,Male,18-30,1.314
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001598.flac,,S4256065700339019,Male,18-30,17.919
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001599.flac,,S4256065700339019,Male,18-30,23.296
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001600.flac,,S4256065700339019,Male,18-30,1.5
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001601.flac,,S4256034000332211,Female,45-60,13.955
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001602.flac,,S4259084900300599,Female,18-30,6.067
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001603.flac,,S4259473000362317,Male,18-30,9.376
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001604.flac,,S4259473000362317,Male,18-30,5.535
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001605.flac,,S4259473000362317,Male,18-30,6.881
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001606.flac,,S4259473000362317,Male,18-30,10.143
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001607.flac,,S4259473000362317,Male,18-30,10.241
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001608.flac,,S4259473000362317,Male,18-30,12.543
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001609.flac,,S4259473000362317,Male,18-30,13.313
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001610.flac,,S4256034000332211,Female,45-60,8.547
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001611.flac,,S4256004500332662,Male,45-60,9.504
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001612.flac,,S4256036600335426,Female,45-60,1.477
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001613.flac,,S4257896100391072,Female,18-30,21.087
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001614.flac,,S4257896100391072,Female,18-30,19.264
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001615.flac,,S4257896100391072,Female,18-30,21.086
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001616.flac,,S4257896100391072,Female,18-30,20.128
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001617.flac,,S4258137000389563,Female,18-30,1.069
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001618.flac,,S4257008400327281,Male,30-45,5.057
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001619.flac,,S4259494500337229,Female,60+,0.928
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001620.flac,,S4259494500337229,Female,60+,2.654
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001621.flac,,S4259494500337229,Female,60+,6.399
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001622.flac,,S4259494500337229,Female,60+,2.367
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001623.flac,,S4259494500337229,Female,60+,6.496
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001624.flac,,S4259494500337229,Female,60+,6.399
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001625.flac,,S4259494500337229,Female,60+,0.929
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001626.flac,,S4259494500337229,Female,60+,2.174
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001627.flac,,S4259494500337229,Female,60+,0.736
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001628.flac,,S4259494500337229,Female,60+,6.976
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001629.flac,,S4259494500337229,Female,60+,3.425
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001630.flac,,S4259494500337229,Female,60+,1.31
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001631.flac,,S4259494500337229,Female,60+,2.946
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001632.flac,,S4259494500337229,Female,60+,5.345
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001633.flac,,S4259494500337229,Female,60+,1.025
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001634.flac,,S4259494500337229,Female,60+,2.56
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001635.flac,,S4259494500337229,Female,60+,1.889
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001636.flac,,S4259494500337229,Female,60+,1.601
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001637.flac,,S4259494500337229,Female,60+,3.901
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001638.flac,,S4259494500337229,Female,60+,3.52
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001639.flac,,S4259720800317088,Female,30-45,7.326
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001640.flac,,S4257942000307550,Male,45-60,1.118
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001641.flac,,S4256030100330331,Female,30-45,10.457
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001642.flac,,S4256069100335096,Female,18-30,25.504
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001643.flac,,S4256069100335096,Female,18-30,28.479
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001644.flac,,S4256069100335096,Female,18-30,29.127
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001645.flac,,S4256069100335096,Female,18-30,25.768
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001646.flac,,S4256069100335096,Female,18-30,22.239
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001647.flac,,S4256069100335096,Female,18-30,28.331
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001648.flac,,S4259499700341387,Female,18-30,1.149
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001649.flac,,S4259499700341387,Female,18-30,1.102
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001650.flac,,S4259499700341387,Female,18-30,0.8320000000000001
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001651.flac,,S4259499700341387,Female,18-30,0.8310000000000001
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001652.flac,,S4259499700341387,Female,18-30,0.862
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001653.flac,,S4258756800304213,Male,60+,8.897
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001654.flac,,S4258756800304213,Male,60+,2.946
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001655.flac,,S4258756800304213,Male,60+,9.375
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001656.flac,,S4258756800304213,Male,60+,7.263
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001657.flac,,S4258756800304213,Male,60+,7.071
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001658.flac,,S4258756800304213,Male,60+,7.071
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001659.flac,,S4258756800304213,Male,60+,17.73
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001660.flac,,S4258756800304213,Male,60+,1.599
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001661.flac,,S4258756800304213,Male,60+,11.393
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001662.flac,,S4258756800304213,Male,60+,1.654
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001663.flac,,S4256038200331901,Female,30-45,8.023
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001664.flac,,S4258771900319334,Female,45-60,7.456
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001665.flac,,S4258771900319334,Female,45-60,8.513
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001666.flac,,S4258771900319334,Female,45-60,5.727
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001667.flac,,S4258771900319334,Female,45-60,7.167
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001668.flac,,S4258771900319334,Female,45-60,6.402
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001669.flac,,S4258771900319334,Female,45-60,9.183
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001670.flac,,S4258771900319334,Female,45-60,10.336
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001671.flac,,S4258771900319334,Female,45-60,9.376
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001672.flac,,S4258771900319334,Female,45-60,9.087
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001673.flac,,S4258771900319334,Female,45-60,5.621
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001674.flac,,S4258771900319334,Female,45-60,10.143
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001675.flac,,S4258771900319334,Female,45-60,5.295
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001676.flac,,S4258771900319334,Female,45-60,6.784
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001677.flac,,S4258771900319334,Female,45-60,6.589
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001678.flac,,S4257786100360652,Male,30-45,3.328
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001679.flac,,S4257786100360652,Male,30-45,5.054
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001680.flac,,S4257786100360652,Male,30-45,12.832
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001681.flac,,S4257786100360652,Male,30-45,7.552
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001682.flac,,S4257786100360652,Male,30-45,5.152
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001683.flac,,S4257786100360652,Male,30-45,6.881
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001684.flac,,S4257786100360652,Male,30-45,8.896
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001685.flac,,S4257786100360652,Male,30-45,5.054
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001686.flac,,S4257786100360652,Male,30-45,10.529
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001687.flac,,S4257786100360652,Male,30-45,8.992
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001688.flac,,S4257786100360652,Male,30-45,9.952
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001689.flac,,S4257786100360652,Male,30-45,10.625
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001690.flac,,S4259445700398913,Male,45-60,3.049
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001691.flac,,S4257653700359865,Female,30-45,12.746
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001692.flac,,S4258039500350181,Female,18-30,8.896
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001693.flac,,S4258039500350181,Female,18-30,19.841
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001694.flac,,S4258039500350181,Female,18-30,5.537
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001695.flac,,S4258039500350181,Female,18-30,6.11
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001696.flac,,S4258039500350181,Female,18-30,16.769
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001697.flac,,S4258039500350181,Female,18-30,10.337
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001698.flac,,S4258039500350181,Female,18-30,7.744
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001699.flac,,S4258039500350181,Female,18-30,6.494
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001700.flac,,S4258039500350181,Female,18-30,17.823
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001701.flac,,S4258039500350181,Female,18-30,10.529
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001702.flac,,S4258039500350181,Female,18-30,12.157
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001703.flac,,S4258039500350181,Female,18-30,11.584
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001704.flac,,S4258039500350181,Female,18-30,9.952
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001705.flac,,S4258039500350181,Female,18-30,7.938
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001706.flac,,S4258039500350181,Female,18-30,12.928
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001707.flac,,S4258039500350181,Female,18-30,14.56
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001708.flac,,S4258039500350181,Female,18-30,8.416
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001709.flac,,S4258039500350181,Female,18-30,5.63
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001710.flac,,S4258039500350181,Female,18-30,14.946
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001711.flac,,S4258039500350181,Female,18-30,6.308
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001712.flac,,S4258039500350181,Female,18-30,18.784
indicvoices,bona_fide,te,datasets/raw/indicvoices/te/te_001713.flac,,S4258039500350181,Female,18-30,7.585
